"","Gender","Race_White","Race_Black","Race_Asian","Race_Other race","Age","Income","Household_info","Location_Northeast","Location_Midwest","Location_South","Location_West","Education","STEM","Employment","Industry_Agriculture, Forestry, Fishing and Hunting or Mining, Quarrying, and Oil and Gas Extraction","Industry_Utilities","Industry_Construction","Industry_Manufacturing","Industry_Wholesale Trade","Industry_Retail Trade","Industry_Transportation and Warehousing","Industry_Information","Industry_Finance and Insurance","Industry_Real Estate and Rental and Leasing","Industry_Professional, Scientific and Technical Services","Industry_Educational Services","Industry_Health Care and Social Assistance","Industry_Arts, Entertainment and Recreation","Industry_Accomodation and Food Services","Industry_Other Services and Community/Non-Profit Organizations (except Public Administration)","Industry_Public Administration","Industry_Other","Industry_Not Asked","Industry_Refused","Response"
"79",0,1,0,0,0,0.571428571428571,0.5,1,0,1,0,0,0.333333333333333,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"80",0,1,0,0,0,0.571428571428571,0.5,1,0,1,0,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"81",1,1,0,0,0,0.714285714285714,0.75,1,0,1,0,0,0.333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"82",1,1,0,0,0,0.285714285714286,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"83",0,1,0,0,0,0.571428571428571,0.75,1,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"84",0,0,1,0,0,0.571428571428571,0.75,1,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"85",1,0,1,0,0,0.571428571428571,0,1,1,0,0,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"86",1,1,0,0,0,0.714285714285714,0.5,1,0,0,1,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"87",0,1,0,0,0,0.428571428571429,1,1,0,1,0,0,0.666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"88",1,1,0,0,0,0.142857142857143,1,0,1,0,0,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"89",0,1,0,0,0,0.428571428571429,1,1,0,0,0,1,0.666666666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"90",0,0,0,0,1,0.714285714285714,0.5,1,0,0,0,1,0.333333333333333,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"91",0,0,1,0,0,0.571428571428571,1,1,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"92",1,1,0,0,0,0.571428571428571,1,1,0,1,0,0,0.666666666666667,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",1,1,0,0,0,0.428571428571429,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"94",0,0,0,0,1,0.571428571428571,0.5,1,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"95",1,1,0,0,0,0.571428571428571,0.75,1,0,0,0,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"96",1,0,0,1,0,0.428571428571429,0.25,1,0,0,0,1,0.666666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"97",1,1,0,0,0,0.428571428571429,0.5,1,0,0,0,1,0.333333333333333,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"98",0,0,0,1,0,0.285714285714286,0.75,1,0,0,0,1,0.666666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"99",1,0,0,0,1,0.428571428571429,0.25,1,0,0,1,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"100",1,1,0,0,0,0.714285714285714,1,1,0,0,0,1,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"101",1,1,0,0,0,0.571428571428571,1,1,0,0,1,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"102",1,1,0,0,0,0.428571428571429,0,1,0,1,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"103",1,1,0,0,0,0.714285714285714,0.5,1,0,0,0,1,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"104",0,1,0,0,0,0.428571428571429,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"105",1,1,0,0,0,0.571428571428571,1,1,0,0,1,0,0.666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"106",0,1,0,0,0,0.571428571428571,1,1,0,0,0,1,0.666666666666667,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"107",1,1,0,0,0,0.428571428571429,0.5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"108",1,0,0,1,0,0.428571428571429,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"109",0,1,0,0,0,0.714285714285714,0,1,0,0,1,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"110",0,0,0,1,0,0.428571428571429,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"111",0,1,0,0,0,0.714285714285714,1,1,0,1,0,0,0.666666666666667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"112",1,1,0,0,0,0.285714285714286,1,1,1,0,0,0,0.333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"113",0,1,0,0,0,0.714285714285714,0.5,1,0,0,0,1,0.333333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"114",1,0,1,0,0,0.285714285714286,0,1,0,0,1,0,0.333333333333333,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"115",1,1,0,0,0,0.714285714285714,0.5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"116",0,1,0,0,0,0.714285714285714,1,1,1,0,0,0,0.666666666666667,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"117",0,1,0,0,0,0.285714285714286,0.5,1,0,0,0,1,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"118",0,1,0,0,0,0.571428571428571,0.75,1,0,1,0,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"119",0,0,1,0,0,0.428571428571429,0,1,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"120",0,1,0,0,0,0.571428571428571,1,1,0,0,0,1,0.333333333333333,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"121",0,1,0,0,0,0.285714285714286,0.25,1,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"122",1,0,0,1,0,0.285714285714286,0.75,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"123",1,1,0,0,0,0.857142857142857,0.5,1,0,1,0,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"124",0,1,0,0,0,0.428571428571429,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"125",0,1,0,0,0,0.285714285714286,0.25,1,1,0,0,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"126",1,1,0,0,0,0.714285714285714,0.25,0,0,0,1,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"127",0,1,0,0,0,0.428571428571429,1,1,0,0,1,0,0.666666666666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"128",0,1,0,0,0,0.285714285714286,0.75,1,0,1,0,0,0.333333333333333,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"129",0,1,0,0,0,0.428571428571429,1,1,0,1,0,0,0.333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"130",1,1,0,0,0,1,0.25,1,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"131",0,1,0,0,0,0.714285714285714,1,1,0,0,1,0,0.666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"132",0,1,0,0,0,0.142857142857143,0.75,1,0,0,1,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"133",0,1,0,0,0,0.285714285714286,1,0,0,1,0,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"134",0,1,0,0,0,0.714285714285714,1,1,0,1,0,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"135",0,1,0,0,0,0.857142857142857,0.25,1,0,0,0,1,0.666666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"136",1,1,0,0,0,0.714285714285714,1,1,0,1,0,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"137",1,1,0,0,0,0.428571428571429,0.5,0,1,0,0,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"138",0,1,0,0,0,0.857142857142857,0.75,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"139",0,0,0,0,1,0.571428571428571,0.5,0,1,0,0,0,0.333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"140",1,0,1,0,0,0.142857142857143,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
"141",0,1,0,0,0,1,1,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"142",1,1,0,0,0,0.714285714285714,0.5,1,0,1,0,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"143",0,1,0,0,0,0.571428571428571,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"144",0,1,0,0,0,0.285714285714286,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"145",0,1,0,0,0,0.428571428571429,1,0,0,1,0,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"146",0,1,0,0,0,0.285714285714286,0.25,1,0,1,0,0,0.666666666666667,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"147",0,0,0,0,1,0.714285714285714,1,1,1,0,0,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"148",1,1,0,0,0,0.142857142857143,1,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"149",0,0,0,0,1,0.285714285714286,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"150",0,1,0,0,0,0.571428571428571,1,1,0,0,0,1,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"151",0,1,0,0,0,0.714285714285714,0.25,1,0,1,0,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"152",1,0,1,0,0,0.428571428571429,0.75,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"153",1,1,0,0,0,0.428571428571429,0.5,1,0,1,0,0,0.333333333333333,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
